route_id,route_number,route_direction,source_id,destination_id,source_name,destination_name,route_type_id,route_name,via,google_distance,google_time,deleted_status
26666,1,DOWN,8905,322,New Railway Station Yeshwanthapura,9th Block Jayanagara (40th Cross),3,Yashawanthapura New Railway Station To Jayanagara 9th Block,Basavanagudi Police Station,21122,4722,0
26761,1,UP,322,8905,9th Block Jayanagara (40th Cross),New Railway Station Yeshwanthapura,3,Jayanagara 9th Block To Yashawanthapura New Railway Station,Gandhi Bazaar,19568,4457,0
24884,2,DOWN,648,8456,JP Nagara 6th Phase,Kempegowda Bus Station,3,JP Nagara 6th Phase To Kempegowda Bus Station,Jayanagara,11068,2437,0
24886,2,UP,160,715,Kempegowda Bus Station,JP Nagara 6th Phase,3,Kempegowda Bus Station To JP Nagara 6th Phase ,Jayanagara,16184,3534,0
25129,4,DOWN,2937,8456,Jayanagara TTMC,Kempegowda Bus Station,3,Jayanagara TTMC To Kempegowda Bus Station,,7187,1535,0
36750,4,UP,160,11271,Kempegowda Bus Station,Jayanagara TTMC,3,Kempegowda Bus Station To Jayanagara TTMC,,8934,1740,0
20187,12,UP,160,4140,Kempegowda Bus Station,Banashankari TTMC,3,Kempegowda Bus Station To Banashankari TTMC,Vijaya College,11474,2148,0
28429,12,DOWN,9,8456,Banashankari TTMC,Kempegowda Bus Station,3,Banashankari TTMC To Kempegowda Bus Station,Vijaya College,8942,1834,0
31624,13,DOWN,9,6358,Banashankari TTMC,Shivajinagara Bus Station,3,Banashankari TTMC To Shivajinagara Bus Station,Richmond Circle,10763,2283,0
31625,13,UP,480,4140,Shivajinagara Bus Station,Banashankari TTMC,3,Shivajinagara Bus Station To Banashankari TTMC,KH Road,11439,2394,0
45395,18,UP,160,10273,Kempegowda Bus Station,Marenahalli Bus Stand,3,Kempegowda Bus Station To Jayanagara 9th Block Atal Bihari Vajapeyi Bus Stand,Lalbagh West Gate,10683,2033,0
45396,18,DOWN,10273,8456,Marenahalli Bus Stand,Kempegowda Bus Station,3,Jayanagara 9th Block Atal Bihari Vajapeyi Bus Stand To Kempegowda Bus Station,Lalbagh West Gate,9142,1954,0
24181,20,DOWN,480,322,Shivajinagara Bus Station,9th Block Jayanagara (40th Cross),3,Shivajinagara Bus Station To Jayanagara 9th Block,Jayanagara,11397,2382,0
24183,20,UP,10273,6358,Marenahalli Bus Stand,Shivajinagara Bus Station,3,Jayanagara 9th Block Atal Bihari Vajapeyi Bus Stand To Shivajinagara Bus Station,Shanthinagara,15255,3313,0
27407,21,DOWN,9390,268,Byrasandra New Bus Stand,KR Market,3,Byrasandra New Bus Stand Jayanagara To KR Market,Basappa Park,7036,1743,0
27408,21,UP,268,9390,KR Market,Byrasandra New Bus Stand,3,KR Market To Byrasandra New Bus Stand Jayanagara,Ashoka Pillar,6208,1412,0
3599,22,DOWN,9390,8456,Byrasandra New Bus Stand,Kempegowda Bus Station,3,Byrasandra New Bus Stand Jayanagara To Kempegowda Bus Station,Ashoka Pillar,8700,1229,0
26563,22,UP,160,9390,Kempegowda Bus Station,Byrasandra New Bus Stand,3,Kempegowda Bus Station To Byrasandra New Bus Stand,Ashoka Pillar,9872,1816,0
22580,24,DOWN,27,9230,BTM Layout Kuvempu Nagara,KR Market,3,BTM Layout To KR Market,Uttarahalli South End Circle,13262,3205,0
28483,24,UP,268,28,KR Market,BTM Layout Kuvempu Nagara ,3,KR Market To BTM Layout,RV College ,9925,2178,0
22543,25,UP,160,9387,Kempegowda Bus Station,BTM Layout Kuvempu Nagara ,3,Kempegowda Bus Station To BTM Layout,Jayanagara,19088,3935,0
25981,25,DOWN,9387,8456,BTM Layout Kuvempu Nagara ,Kempegowda Bus Station,3,BTM Layout To Kempegowda Bus Station,Lalbagh West Gate,12879,2823,0
26579,26,DOWN,9390,8456,Byrasandra New Bus Stand,Kempegowda Bus Station,3,Byrasandra New Bus Stand Jayanagara To Kempegowda Bus Station,Ashoka Pillar,9260,2155,0
27855,26,UP,160,9390,Kempegowda Bus Station,Byrasandra New Bus Stand,3,Kempegowda Bus Station To Byrasandra New Bus Stand,Ashoka Pillar,11383,2272,0
19046,27,UP,480,9410,Shivajinagara Bus Station,Mahadeshwara Nagara,3,Shivajinagara Bus Station To Mahadeshwaranagara BTM Layout,Ashoka Pillar,14573,2927,0
33975,27,DOWN,9410,6358,Mahadeshwara Nagara,Shivajinagara Bus Station,3,Mahadeshwaranagara BTM Layout To Shivajinagara Bus Station,Bengaluru Club,15540,3491,0
18187,29,DOWN,648,6358,JP Nagara 6th Phase,Shivajinagara Bus Station,3,JP Nagara 6th Phase To Shivajinagara Bus Station,Jayanagara Shanthinagara,17190,3653,0
26194,29,UP,480,715,Shivajinagara Bus Station,JP Nagara 6th Phase,3,Shivajinagara Bus Station To JP Nagara 6th Phase ,Shanthinagara Jayanagara,15480,3466,0
15311,30,UP,160,11451,Kempegowda Bus Station,Kendriya Sadana Koramangala,3,Kempegowda Bus Station To Koramangala Kendriya Sadana,Corporation Shanthinagara Bengaluru Dairy Circle Adugodi Koramangala Water Tank,15236,2983,0
12063,31,DOWN,160,177,Kempegowda Bus Station,NR Colony,3,Kempegowda Bus Station To NR Colony,KR Market,10869,1593,0
30522,31,UP,5913,8456,NR Colony,Kempegowda Bus Station,3,NR Colony To Kempegowda Bus Station,KR Market,7787,1874,0
19759,32,UP,480,177,Shivajinagara Bus Station,NR Colony,3,Shivajinagara Bus Station To NR Colony,Shanthinagara,8094,1596,0
19765,32,DOWN,5913,6358,NR Colony,Shivajinagara Bus Station,3,NR Colony To Shivajinagara Bus Station,Shanthinagara,8944,1881,0
25232,33,UP,160,1986,Kempegowda Bus Station,Hoskerehalli,3,Kempegowda Bus Station To Hoskerehalli,KR Market,13447,2815,0
25241,33,DOWN,1986,8456,Hoskerehalli,Kempegowda Bus Station,3,Hoskerehalli To Kempegowda Bus Station,KR Market,11163,2514,0
10129,34,UP,480,1986,Shivajinagara Bus Station,Hoskerehalli,3,Shivajinagara Bus Station To Hoskerehalli,Lalbagh Main Gate,12209,1809,0
45467,34,DOWN,10881,6358,Hoskerehalli,Shivajinagara Bus Station,3,Hosakerehalli To Shivajinagara Bus Station,Lalbagh Main Gate,13271,2717,0
20070,35,UP,160,5183,Kempegowda Bus Station,Kempegowda Swimming Pool,3,Kempegowda Bus Station To Kempegowda Nagara Swimming Pool,Corporation KR Market Chamarajapete,7742,1773,0
20818,35,DOWN,5182,8456,Kempegowda Swimming Pool,Kempegowda Bus Station,3,Kempegowda Nagara Swimming Pool To Kempegowda Bus Station,Chamarajapete KR Market Corporation,7131,1728,0
36712,36,DOWN,4926,8456,Kalidasa Layout,Kempegowda Bus Station,3,Kalidasa Layout To Kempegowda Bus Station,Srinagara,8254,1844,0
36713,36,UP,160,4926,Kempegowda Bus Station,Kalidasa Layout,3,Kempegowda Bus Station To Kalidasa Layout,Srinagara,9912,2057,0
18779,37,DOWN,1574,6358,Srinagara Bus Station,Shivajinagara Bus Station,3,Srinagara Bus Station To Shivajinagara Bus Station,North Road,10391,2152,0
18857,37,UP,480,1574,Shivajinagara Bus Station,Srinagara Bus Station,3,Shivajinagara Bus Station To Srinagara Bus Station,Richmond Circle Shanthinagara North Road Ganesh Bhavana,10114,2030,0
3969,38,UP,5913,9000,NR Colony,Dr BR Ambedkar Bus Terminal Domlur,3,NR Colony To Dr BR Ambedkar Bus Terminal,Mayohall,15900,2468,0
3971,38,DOWN,8999,177,Dr BR Ambedkar Bus Terminal Domlur,NR Colony,3,Dr BR Ambedkar Bus Terminal To NR Colony,Halasuru,15600,2185,0
22980,43,UP,160,3305,Kempegowda Bus Station,Banashankari 3rd Stage 2nd Phase,3,Kempegowda Bus Station To Shri Vidyanagara ,Corporation,12855,2397,0
22983,43,DOWN,3321,8456,Banashankari 3rd Stage 2nd Phase,Kempegowda Bus Station,3,ShriVidyanagara To Kempegowda Bus Station,Townhall,9899,2019,0
25073,45,DOWN,1695,268,Channammanakere Achukattu,KR Market,3,Channammanakere Achukattu To KR Market,Chamarajapete,8940,2003,0
22436,46,DOWN,160,5311,Kempegowda Bus Station,1st Block Koramangala ,3,Kempegowda Bus Station To Koramangala 1st Block,Cottenpet Hospital Chamarajapete Hoskerehalli Cross JP Nagara 6th Phase Madivala,27095,5597,0
22443,46,UP,3639,8456,1st Block Koramangala,Kempegowda Bus Station,3,Koramangala 1st Block To Kempegowda Bus Station,Madivala JP 6th Phase Hoskerehalli Cross Chamarajapete Goodshed Gate,21643,4217,0
4680,47,UP,4688,8905,Padmanabha Nagara Rock,New Railway Station Yeshwanthapura,3,Padmanabhanagara Rock To Yashawanthapura New Railway Station,Kempegowda Bus Station,20200,2953,0
4682,47,DOWN,8905,4689,New Railway Station Yeshwanthapura,Padmanabha Nagara Rock,3,Yashawanthapura New Railway Station To Padmanabhanagara Rock,KR Market,22300,3134,0
18321,49,DOWN,160,1863,Kempegowda Bus Station,Brundavana Nagara,3,Kempegowda Bus Station To Brundavana Nagara,Chamarajapete,7984,1652,0
20493,49,UP,1810,8456,Brundavana Nagara,Kempegowda Bus Station,3,Brundhavana Nagara To Kempegowda Bus Station,Chamarajapete,6809,1697,0
5172,50,UP,1810,6358,Brundavana Nagara,Shivajinagara Bus Station,3,Brundhavana Nagara To Shivajinagara Bus Station,Maharani College Corporation Chamarajapete,10000,1504,0
5241,50,DOWN,480,1863,Shivajinagara Bus Station,Brundavana Nagara,3,Shivajinagara Bus Station To Brundavana Nagara,Chamarajapete,8300,1247,0
18328,52,DOWN,2707,501,Raghavendra Colony,Yeshwanthapura TTMC,3,Raghavendra Colony TR Mill To Yashawanthapura TTMC,KR Market Kempegowda Bus Station Malleshwaram Railway Station,12477,2911,0
24317,52,UP,1826,2707,Yeshwanthapura TTMC,Raghavendra Colony,3,Yashawanthapura TTMC To Raghavendra Colony TR Mill,Railway Station Malleshwaram KR Market,12231,2654,0
18337,56,UP,2686,8456,Jaga Jeevan Ram Nagara,Kempegowda Bus Station,3,Jagajeevanram Nagara To Kempegowda Bus Station,KR Market,6932,1584,0
36070,56,DOWN,160,2686,Kempegowda Bus Station,Jaga Jeevan Ram Nagara,3,Kempegowda Bus Station To Jagajeevanram Nagara,KR Market,7338,1432,0
5379,58,UP,1687,8456,Timber Yard Layout,Kempegowda Bus Station,3,Timber Yard Layout To Kempegowda Bus Station,KR Market,10100,1434,0
5382,58,DOWN,160,4923,Kempegowda Bus Station,Timber Yard Layout,3,Kempegowda Bus Station To Timber Yard Layout,KR Market,10100,1393,0
5386,59,UP,5473,268,Vijayanagara TTMC,KR Market,3,Vijayanagara TTMC To KR Market,Sirsi Circle,8600,1167,0
5418,59,DOWN,268,5473,KR Market,Vijayanagara TTMC,3,KR Market To Vijayanagara TTMC,Sirsi Circle,6900,960,0
4434,60,UP,5473,8456,Vijayanagara TTMC,Kempegowda Bus Station,3,Vijayanagara TTMC To Kempegowda Bus Station,Sujatha,6400,921,0
1083,61,UP,191,160,Vijayanagara,Kempegowda Bus Station,3,Vijayanagara To Kempegowda Bus Station,Magadi Road Tollgate,5900,850,0
14082,61,DOWN,160,30,Kempegowda Bus Station,Vijayanagara,3,Kempegowda Bus Station To Vijayanagara,Magadi Road Tollgate,4716,817,0
28317,63,DOWN,4704,6358,BCC Layout,Shivajinagara Bus Station,3,BCC Layout To Shivajinagara Bus Station,Vijayanagara Tollgate ESI Hospital Harischandra Ghat Swastik Contonment,16614,3478,0
28319,63,UP,480,9299,Shivajinagara Bus Station,BCC Layout,3,Shivajinagara Bus Station To BCC Layout,Raj Bhavan Swastik Harischandra Ghat Magadi Road Tollgate Vijayanagara ,14676,3057,0
32257,64,DOWN,480,5197,Shivajinagara Bus Station,Hampinagara RPC Layout,3,Shivajinagara Bus Station To Hampinagara RPC Layout,Rajajinagara ESI Hospital,16166,2976,0
32258,64,UP,5197,6358,Hampinagara RPC Layout,Shivajinagara Bus Station,3,Hampinagara RPC Layout To Shivajinagara Bus Station,Malleshwaram 18th Cross,17607,3288,0
3339,66,UP,312,6358,KHB Colony,Shivajinagara Bus Station,3,KHB Colony To Shivajinagara Bus Station,Magadi Road Tollgate,12300,1725,0
3340,66,DOWN,480,522,Shivajinagara Bus Station,KHB Colony,3,Shivajinagara Bus Station To KHB Colony,Magadi Road Tollgate,9700,1318,0
13358,68,DOWN,480,5144,Shivajinagara Bus Station,BEML Layout Kamalanagara,3,Shivajinagara Bus Station To BEML Layout Kamalanagara ,Raj Bhavan Swastik Malleshwaram Circle Harischandra Ghat ESI Hospital 4th Cross Havanur Circle,11611,2409,0
17540,68,UP,5143,6358,BEML Layout Kamalanagara,Shivajinagara Bus Station,3,BEML Layout Kamalanagara To Shivajinagara Bus Station,Basaveshwaranagara 4th Cross ESI Hospital Harischandra Ghat Swastik Contonment,13844,2977,0
21079,74,UP,1846,6358,Rama Mandira Rajajinagara ,Shivajinagara Bus Station,3,Rajajinagara Ramamandira To Shivajinagara Bus Station,Harischandra Ghat,13439,2948,0
25724,74,DOWN,480,1846,Shivajinagara Bus Station,Rama Mandira Rajajinagara ,3,Shivajinagara Bus Station To Rajajinagara Ramamandira,Devaiah Park,8921,1939,0
35921,75,UP,5473,485,Vijayanagara TTMC,Malleshwaram Bus Stand,3,Vijayanagara TTMC To Malleshwaram Bus Stand,Vijayanagara Tollgate ESI H Ghat Malleshwaram,10100,2283,0
35922,75,DOWN,485,5473,Malleshwaram Bus Stand,Vijayanagara TTMC,3,Malleshwaram Bus Stand To Vijayanagara TTMC,Malleshwaram H Ghat ESI Vijayanagara,9120,2034,0
21196,77,UP,3014,1329,KR Market (Kalasipalya),Mahalakshmi Layout,3,KR Market To MahaLakshmi Layout,Magadi Road 1st Block Bashyam Circle Rajajinagara 1st Block,11600,2561,0
25322,77,DOWN,1329,3014,Mahalakshmi Layout,KR Market (Kalasipalya),3,MahaLakshmi Layout To KR Market,ESI Hospital Rajajinagara 6th Block Magadi Road,12767,2733,0
9024,78,UP,501,1826,Yeshwanthapura TTMC,Yeshwanthapura TTMC,3,Yashawanthapura TTMC To Yashawanthapura TTMC,Malleshwaram Kempegowda Bus Station Sujatha Rajajinagara 1st Block,13655,1664,0
28825,80,UP,160,1396,Kempegowda Bus Station,Mahalakshmi Layout,3,Kempegowda Bus Station To MahaLakshmi Layout,Rajajinagara ESI Hospital,6209,1308,0
28826,80,DOWN,1329,8456,Mahalakshmi Layout,Kempegowda Bus Station,3,MahaLakshmi Layout To Kempegowda Bus Station,Rajajinagara ESI Hospital,6956,1532,0
36941,82,UP,160,8456,Kempegowda Bus Station,Kempegowda Bus Station,3,Kempegowda Bus Station To Kempegowda Bus Station,Malleshwaram Harischandra Ghat Rajajinagara 1st Block Yashawanthapura,14946,3245,0
24953,84,UP,8935,998,KR Market,Laggere New Bus Stand,3,KR Market To Laggere New Bus Stand,AGS Swastik Harischandra Ghat Subramanyanagara Mahalakshmi Layout,15743,3231,0
24955,84,DOWN,998,8935,Laggere New Bus Stand,KR Market,3,Laggere New Bus Stand To KR Market,Rajajinagara Malleshwaram Circle Swastik RC College Vidhana Soudha Corporation,15190,3219,0
27443,86,UP,160,522,Kempegowda Bus Station,KHB Colony,3,Kempegowda Bus Station To KHB Colony,Magadi Road Tollgate,4938,935,0
27444,86,DOWN,312,8456,KHB Colony,Kempegowda Bus Station,3,KHB Colony To Kempegowda Bus Station,Magadi Road Tollgate Magadi Road,6021,1243,0
12520,87,DOWN,5197,8456,Hampinagara RPC Layout,Kempegowda Bus Station,3,Hampinagara RPC Layout To Kempegowda Bus Station,,7220,1476,0
20721,87,UP,160,5197,Kempegowda Bus Station,Hampinagara RPC Layout,3,Kempegowda Bus Station To Hampinagara RPC Layout,,8214,1557,0
13514,88,UP,160,5139,Kempegowda Bus Station,Basaveshwaranagara New Bus Stand,3,Kempegowda Bus Station To Basaveshwara Nagara New Bus Stand,Sujatha Bashyam Circle Jn of 4th Cross,4918,928,0
13517,88,DOWN,5139,8456,Basaveshwaranagara New Bus Stand,Kempegowda Bus Station,3,Basaveshwara Nagara New Bus Stand To Kempegowda Bus Station,Jn of 4th Cross Sujatha Okalipura,5947,1234,0
25493,89,DOWN,5038,8456,Cauvery Nagara,Kempegowda Bus Station,3,Cauvery Nagara To Kempegowda Bus Station,Sujatha,8365,1875,0
25494,89,UP,160,5037,Kempegowda Bus Station,Cauvery Nagara,3,Kempegowda Bus Station To Cauvery Nagara,Sujatha,7081,1345,0
27873,91,UP,1574,11254,Srinagara Bus Station,Old Railway Station Yeshwanthapura,3,Srinagara Bus Station To Yashawanthapura Railway Station,KR Market Telephone Exchange,15726,3366,0
27876,91,DOWN,1830,1574,Old Railway Station Yeshwanthapura,Srinagara Bus Station,3,Yashawanthapura Railway Station To Srinagara Bus Station,KR Market,15544,3454,0
29569,94,DOWN,501,6358,Yeshwanthapura TTMC,Shivajinagara Bus Station,3,Yashawanthapura TTMC To Shivajinagara Bus Station,Mekhri Circle TV Tower,11306,1987,0
32478,94,UP,480,1826,Shivajinagara Bus Station,Yeshwanthapura TTMC,3,Shivajinagara Bus Station To Yashawanthapura TTMC,TV Tower Mekhri Circle,7956,1329,0
29527,95,UP,5143,6358,BEML Layout Kamalanagara,Shivajinagara Bus Station,3,BEML Layout Kamalanagara To Shivajinagara Bus Station,Modi Hospital Harischandra Ghat Malleshwaram Swastik Contonment,12245,2602,0
29529,95,DOWN,480,5144,Shivajinagara Bus Station,BEML Layout Kamalanagara,3,Shivajinagara Bus Station To BEML Layout Kamalanagara ,Raj Bhavan Swastik Malleshwaram Harischandra Ghat Modi Hospital,10086,2209,0
19770,96,UP,160,8456,Kempegowda Bus Station,Kempegowda Bus Station,3,Kempegowda Bus Station To Kempegowda Bus Station,Malleshwaram Harischandra Ghat Modi Hospital Havanur Circle Sujatha,12382,2714,0
33544,100,UP,9029,6358,Chowdeshwari Bus Stand JP Park,Shivajinagara Bus Station,3,Chowdeshwarinagara Bus Stand JP Park To Shivajinagara Bus Station,Mathikere Malleshwaram 18th Cross RM Guttahalli Contonment,12551,2092,0
34104,100,DOWN,480,9028,Shivajinagara Bus Station,Chowdeshwari Bus Stand JP Park,3,Shivajinagara Bus Station To Chowdeshwarinagara Bus Stand JP Park,Raj Bhavan RM Guttahalli Sadashivanagara Malleshwaram 18th Cross,11336,2016,0
34184,102,UP,8935,5751,KR Market,Sadashivanagara,3,KR Market To Sadashivanagara,Telephone Exchange Swastik Dattatreya Temple,8802,1830,0
34185,102,DOWN,5752,8935,Sadashivanagara,KR Market,3,Sadashivanagara To KR Market,Link Road Vidhana Soudha KR Circle ,8040,1749,0
9532,104,UP,160,5751,Kempegowda Bus Station,Sadashivanagara,3,Kempegowda Bus Station To Sadashivanagara,Central,4384,588,0
9534,104,DOWN,5752,8456,Sadashivanagara,Kempegowda Bus Station,3,Sadashivanagara To Kempegowda Bus Station,Central,4595,588,0
28503,108,UP,8935,11528,KR Market,Anandanagara Hebbala,3,KR Market To Anandanagara Hebbala,Cauvery Bhavana Munireddypalya RT Nagara Police Station,13646,2603,0
30589,108,DOWN,11528,8935,Anandanagara Hebbala,KR Market,3,Anandanagara Hebbala To KR Market,RT Nagara Police Station Vidhana Soudha,13233,2522,0
21228,111,DOWN,9878,8935,Kaval Byrasandra,KR Market,3,Kaval Byrasandra To KR Market,JC Nagara,13876,2812,0
38241,111,UP,8935,9878,KR Market,Kaval Byrasandra,3,KR Market To Kaval Byrasandra,JC Nagara,12681,2586,0
27775,112,DOWN,480,9878,Shivajinagara Bus Station,Kaval Byrasandra,3,Shivajinagara Bus Station To Kaval Byrasandra,YMCA Nandidurga Road,8811,1868,0
27776,112,UP,9878,6358,Kaval Byrasandra,Shivajinagara Bus Station,3,Kaval Byrasandra To Shivajinagara Bus Station,YMCA Nandidurga Road,9071,1904,0
21157,114,DOWN,6780,8935,Sultanpalya,KR Market,3,Sultanpalya To KR Market,Indian Express Vidhana Soudha,13698,2698,0
26731,114,UP,8935,2370,KR Market,Sultanpalya,3,KR Market To Sultanpalya,Vidhana Soudha Vasanthanagara,11399,2252,0
19256,119,DOWN,2388,6358,Marappa Garden,Shivajinagara Bus Station,3,Marappa Garden To Shivajinagara Bus Station,Indian Express,4597,1012,0
19258,119,UP,480,2388,Shivajinagara Bus Station,Marappa Garden,3,Shivajinagara Bus Station To Marappa Garden ,Indian Express,4501,1009,0
3316,120,UP,8905,2291,New Railway Station Yeshwanthapura,Lingarajapura,3,Yashawanthapura New Railway Station To Lingarajapuram,Malleshwaram 18th Cross,12200,1717,0
3318,120,DOWN,2331,8905,Lingarajapura,New Railway Station Yeshwanthapura,3,Lingarajapuram To Yashawanthapura New Railway Station,Coles Park,15500,2209,0
29125,122,UP,160,10308,Kempegowda Bus Station,Old Bayyappanahalli,3,Kempegowda Bus Station To Old Bayyappanahalli,Coles Park,13339,2339,0
29126,122,DOWN,10309,8456,Old Bayyappanahalli,Kempegowda Bus Station,3,Old Bayyappanahalli To Kempegowda Bus Station,Coles Park,10543,2073,0
29121,123,DOWN,10309,6358,Old Bayyappanahalli,Shivajinagara Bus Station,3,Old Bayyappanahalli To Shivajinagara Bus Station,Maruthi Sevanagara,7872,1470,0
29310,123,UP,480,10308,Shivajinagara Bus Station,Old Bayyappanahalli,3,Shivajinagara Bus Station To Old Bayyappanahalli,Maruthi Sevanagara,8608,1547,0
12106,125,UP,268,11157,KR Market,Byadarahalli (Towards Potery Town),3,KR Market To Byadarahalli,,8663,1279,0
12107,125,DOWN,11158,268,Byadarahalli (Towards Coles Park),KR Market,3,Byadarahalli Pottery Town To KR Market,,9809,1505,0
17940,126,DOWN,160,1776,Kempegowda Bus Station,Jeevanahalli,3,Kempegowda Bus Station To Jeevanahalli,Cox Town,9331,1738,0
17942,126,UP,1777,8456,Jeevanahalli,Kempegowda Bus Station,3,Jeevanahalli To Kempegowda Bus Station,Cox Town,8801,1995,0
20371,127,DOWN,480,1776,Shivajinagara Bus Station,Jeevanahalli,3,Shivajinagara Bus Station To Jeevanahalli ,Lavanya Talkies,5350,1228,0
20373,127,UP,1777,6358,Jeevanahalli,Shivajinagara Bus Station,3,Jeevanahalli To Shivajinagara Bus Station,Cox Town,6139,1361,0
18211,128,UP,480,1799,Shivajinagara Bus Station,Cox Town,3,Shivajinagara Bus Station To Cox Town,Lavanya Talkies,3696,873,0
18212,128,DOWN,1782,6358,Cox Town,Shivajinagara Bus Station,3,Cox Town To Shivajinagara Bus Station,Lavanya Talkies,5117,1126,0
28184,129,UP,160,6358,Kempegowda Bus Station,Shivajinagara Bus Station,3,Kempegowda Bus Station To Shivajinagara Bus Station,Vidhana Soudha,4160,796,0
28397,129,DOWN,480,8456,Shivajinagara Bus Station,Kempegowda Bus Station,3,Shivajinagara Bus Station To Kempegowda Bus Station,KR Circle,4322,1049,0
28287,131,DOWN,8999,8456,Dr BR Ambedkar Bus Terminal Domlur,Kempegowda Bus Station,3,Dr BR Ambedkar Bus Terminal To Kempegowda Bus Station,Halasuru,11755,2606,0
28288,131,UP,160,9000,Kempegowda Bus Station,Dr BR Ambedkar Bus Terminal Domlur,3,Kempegowda Bus Station To Dr BR Ambedkar Bus Terminal,Halasuru,17131,3411,0
8146,132,UP,8929,9000,Shivajinagara Bus station,Dr BR Ambedkar Bus Terminal Domlur,3,Shivajinagara Bus station To Dr BR Ambedkar Bus Terminal,Halasuru,8493,1178,0
8147,132,DOWN,8999,6358,Dr BR Ambedkar Bus Terminal Domlur,Shivajinagara Bus Station,3,Dr BR Ambedkar Bus Terminal To Shivajinagara Bus Station,,7428,1044,0
22593,137,UP,501,9000,Yeshwanthapura TTMC,Dr BR Ambedkar Bus Terminal Domlur,3,Yashawanthapura TTMC To Dr BR Ambedkar Bus Terminal,Malleshwaram RM Guttahalli Coles Park Halasuru,19693,4126,0
28964,137,DOWN,8999,1826,Dr BR Ambedkar Bus Terminal Domlur,Yeshwanthapura TTMC,3,Dr BR Ambedkar Bus Terminal To Yashawanthapura TTMC,Indiranagara Halasuru Coles Park Malleshwaram,18605,4015,0
20505,138,DOWN,4740,8456,Jeevanbheema Nagara,Kempegowda Bus Station,3,Jeevan Bheemanagara To Kempegowda Bus Station,Corporation,14071,3190,0
20512,138,UP,160,4740,Kempegowda Bus Station,Jeevanbheema Nagara,3,Kempegowda Bus Station To Jeevan Bheemanagara,Richmond Circle,19905,4051,0
20579,139,UP,480,4740,Shivajinagara Bus Station,Jeevanbheema Nagara,3,Shivajinagara Bus Station To Jeevan Bheemanagara,Thippasandra,10007,2264,0
20583,139,DOWN,4740,6358,Jeevanbheema Nagara,Shivajinagara Bus Station,3,Jeevan Bheemanagara To Shivajinagara Bus Station,Thippasandra,10579,2422,0
21719,140,UP,1760,8935,Vivek Nagara,KR Market,3,Viveknagar To KR Market,Nanjappa Circle,6989,1401,0
26727,140,DOWN,8935,1767,KR Market,Vivek Nagara,3,KR Market To Viveknagar,Nanjappa Circle,9893,1884,0
19626,141,UP,480,1760,Shivajinagara Bus Station,Vivek Nagara,3,Shivajinagara Bus Station To Viveknagara,Austin Town,5541,1156,0
18050,143,UP,268,1739,KR Market,Neelasandra Bus Stand,3,KR Market To Neelasandra Bus Station,Nanjappa Circle,5666,1313,0
18051,143,DOWN,1721,268,Neelasandra Bus Stand,KR Market,3,Neelasandra To KR Market,Nanjappa Circle,5683,1270,0
19182,144,UP,480,1739,Shivajinagara Bus Station,Neelasandra Bus Stand,3,Shivajinagara Bus Station To Neelasandra ,Mayohall,4355,1039,0
19183,144,DOWN,1721,6358,Neelasandra Bus Stand,Shivajinagara Bus Station,3,Neelasandra To Shivajinagara Bus Station,St Patric Church,4739,1218,0
18913,145,UP,160,1721,Kempegowda Bus Station,Neelasandra Bus Stand,3,Kempegowda Bus Station To Neelasandra ,Subbaih Circle Austin Town,7723,1604,0
23510,145,DOWN,1739,8456,Neelasandra Bus Stand,Kempegowda Bus Station,3,Neelasandra To Kempegowda Bus Station,Austin Town Poornima Talkies,7617,1754,0
4444,146,DOWN,160,1767,Kempegowda Bus Station,Vivek Nagara,3,Kempegowda Bus Station To Viveknagara,Nanjappa Circle ,9100,1245,0
28377,146,UP,1760,8456,Vivek Nagara,Kempegowda Bus Station,3,Viveknagar To Kempegowda Bus Station,Nanjappa Circle,8725,1790,0
28446,150,DOWN,8935,6358,KR Market,Shivajinagara Bus Station,3,KR Market To Shivajinagara Bus Station,Corporation Maharani College Vidhana Soudha ,3868,860,0
28447,150,UP,480,8935,Shivajinagara Bus Station,KR Market,3,Shivajinagara Bus Station To KR Market,Vidhana Soudha Corporation,4881,992,0
20693,154,DOWN,11656,6358,Vinayaka Nagara(Old Gudadahalli ,Shivajinagara Bus Station,3,VinayakanagaraOld Gudadahalli To Shivajinagara Bus Station,KR Market,12829,2738,0
20695,154,UP,480,11655,Shivajinagara Bus Station,Vinayaka Nagara Old Gudadahalli ,3,Shivajinagara Bus Station To Vinayakanagara Old Gudadahalli,KR Market,8936,1602,0
20696,155,DOWN,2685,6358,Jaga Jeevan Ram Nagara,Shivajinagara Bus Station,3,Jagajeevanram Nagara To Shivajinagara Bus Station,KR Market,12689,2775,0
36066,155,UP,480,2686,Shivajinagara Bus Station,Jaga Jeevan Ram Nagara,3,Shivajinagara Bus Station To Jagajeevanram Nagara ,KR Market,8060,1713,0
25176,162,UP,160,8456,Kempegowda Bus Station,Kempegowda Bus Station,3,Kempegowda Bus Station To Kempegowda Bus Station,Madivala BTM Layout,31298,6123,0
14217,163,UP,3639,269,1st Block Koramangala,Mysore Road Satellite Bus Station,3,Koramangala 1st Block To Mysore Road Bus Station,Adugodi ,13767,2644,0
14218,163,DOWN,269,5311,Mysore Road Satellite Bus Station,1st Block Koramangala ,3,Mysore Road Bus Station To Koramangala 1st Block,KR Market Adugodi ,17795,3547,0
